actor_loss,frame,step,total_time
45.57467269897461,0,0.0,1.8250329494476318
23.096475960004447,100,100.0,2.23671817779541
19.52582580264252,200,200.0,2.6343350410461426
17.34648591220969,300,300.0,3.038262128829956
15.674365959545174,400,400.0,3.443024158477783
13.628657444868937,500,500.0,3.847602128982544
9.207257275534149,600,600.0,4.25679612159729
5.797717778989584,700,700.0,4.654717206954956
4.364659040281088,800,800.0,5.065758943557739
3.769467308969781,900,900.0,5.473448038101196
3.288511866390115,1000,1000.0,5.8722920417785645
3.16050922162462,1100,1100.0,6.271377086639404
2.6382792503526895,1200,1200.0,6.669124126434326
2.570178044904577,1300,1300.0,7.082892179489136
2.303129777459815,1400,1400.0,7.481021881103516
2.3285510256738946,1500,1500.0,7.875629186630249
1.9868749067334845,1600,1600.0,8.269570112228394
1.9439584636452174,1700,1700.0,8.663901329040527
1.8736341324183021,1800,1800.0,9.055781126022339
1.6329353038627323,1900,1900.0,9.470054149627686
1.5410580227870752,2000,2000.0,10.320178270339966
1.5594914472929322,2100,2100.0,10.70847201347351
1.4996566837376888,2200,2200.0,11.113182067871094
1.2708708369495845,2300,2300.0,11.511605024337769
1.1957283512052923,2400,2400.0,11.924410104751587
1.1147724345031351,2500,2500.0,12.330685138702393
1.078364818845645,2600,2600.0,12.732810020446777
0.938976483106023,2700,2700.0,13.13923716545105
0.9377245610893363,2800,2800.0,13.536623239517212
0.8493816323652126,2900,2900.0,13.93689489364624
0.7382410600375716,3000,3000.0,14.325799942016602
0.707850959631476,3100,3100.0,14.720484018325806
0.7735309425261941,3200,3200.0,15.119915008544922
0.6388890993329558,3300,3300.0,15.508872270584106
0.48307281081555503,3400,3400.0,15.907470226287842
0.6444608128380658,3500,3500.0,16.314330101013184
0.47437829900496076,3600,3600.0,16.708876132965088
0.4113462616016369,3700,3700.0,17.102375984191895
0.3942997956851331,3800,3800.0,17.491562128067017
0.424226219184918,3900,3900.0,17.932321071624756
0.39154503147790926,4000,4000.0,18.764796257019043
0.3353027765924978,4100,4100.0,19.162007093429565
0.3611788654902784,4200,4200.0,19.561120986938477
0.3028691101929929,4300,4300.0,19.951528072357178
0.17840079998247105,4400,4400.0,20.34963297843933
0.23447898450759377,4500,4500.0,20.74935817718506
0.21521836769130856,4600,4600.0,21.138832092285156
0.20174674957179198,4700,4700.0,21.52528214454651
0.16847244587422597,4800,4800.0,21.921699047088623
0.14747361540056692,4900,4900.0,22.3148410320282
0.01516596843848134,5000,5000.0,22.72095799446106
0.10918894476524674,5100,5100.0,23.118362188339233
0.15886275888890913,5200,5200.0,23.512869119644165
0.21837828975945417,5300,5300.0,23.90625
0.1630240191179927,5400,5400.0,24.307854175567627
0.0895765682700837,5500,5500.0,24.714004039764404
-0.013964060251370515,5600,5600.0,25.120018243789673
0.03533251096706579,5700,5700.0,25.50898504257202
0.06475049246213224,5800,5800.0,25.902064085006714
0.06293777027858956,5900,5900.0,26.29293704032898
-0.0031469853244500585,6000,6000.0,27.074836015701294
-0.030214689948623724,6100,6100.0,27.46263027191162
-0.06292657181620598,6200,6200.0,27.851498126983643
-0.020548962573013682,6300,6300.0,28.24534821510315
-0.10512978170472796,6400,6400.0,28.644869089126587
-0.11604438146742263,6500,6500.0,29.05829405784607
-0.05813458702056715,6600,6600.0,29.442629098892212
-0.1653614708840257,6700,6700.0,29.83915901184082
-0.09952584974984131,6800,6800.0,30.232182025909424
-0.06985668815893702,6900,6900.0,30.622007131576538
-0.09613509841337062,7000,7000.0,31.028463125228882
-0.10233242429866649,7100,7100.0,31.428850173950195
-0.07968264198539281,7200,7200.0,31.821258068084717
-0.18729089178366237,7300,7300.0,32.2281060218811
-0.02598498094974473,7400,7400.0,32.62277913093567
-0.13020749017596245,7500,7500.0,33.01532316207886
-0.2346143008827573,7600,7600.0,33.41228795051575
-0.18276191842142897,7700,7700.0,33.814373254776
-0.22535824772007396,7800,7800.0,34.2130970954895
-0.24714479499524183,7900,7900.0,34.60638689994812
-0.26638229191303253,8000,8000.0,35.41754221916199
-0.15114533584011663,8100,8100.0,35.805318117141724
-0.02220253790221592,8200,8200.0,36.22901511192322
-0.18001677158592952,8300,8300.0,36.63437008857727
-0.1907620352536145,8400,8400.0,37.02722716331482
-0.24949600422146298,8500,8500.0,37.41981601715088
-0.09356341470438655,8600,8600.0,37.811933279037476
-0.27586007446493255,8700,8700.0,38.202388048172
-0.1600135506158418,8800,8800.0,38.64734220504761
-0.3464220886552098,8900,8900.0,39.07236099243164
-0.0865794179758223,9000,9000.0,39.498806953430176
-0.2742597009285842,9100,9100.0,40.00043225288391
-0.2630228038397756,9200,9200.0,40.41889309883118
-0.29754791733356983,9300,9300.0,40.83430194854736
-0.2405098437857215,9400,9400.0,41.233843088150024
-0.3106771841055096,9500,9500.0,41.63369393348694
-0.3897080405956448,9600,9600.0,42.046578884124756
-0.3289321913651311,9700,9700.0,42.456080198287964
-0.29859617791406,9800,9800.0,42.85281729698181
-0.3292168190721238,9900,9900.0,43.282005071640015
-0.26524811588449054,10000,10000.0,44.11816716194153
-0.26226214179308105,10100,10100.0,44.56331014633179
-0.1802626852278072,10200,10200.0,44.99450492858887
-0.17852048162776646,10300,10300.0,45.52180814743042
-0.2245996111247799,10400,10400.0,45.973050117492676
-0.37751376695267047,10500,10500.0,46.48594307899475
-0.3072543605276854,10600,10600.0,46.941429138183594
-0.40607831608688477,10700,10700.0,47.43005013465881
-0.2728838926125871,10800,10800.0,48.06878900527954
-0.343692553220409,10900,10900.0,48.7432062625885
