actor_loss,discrete_loss,frame,logits_entropy,offset_loss,step,total_time
4.267741680145264,1.5853418111801147,0,2.0790767669677734,2.6823999360203743,0.0,2.5392367839813232
3.317498454953184,0.9702076780796051,100,1.7779747068881988,2.3572051730006933,100.0,2.9370718002319336
1.8687152968774927,0.2183899050951004,200,1.0579906332492828,1.644222628325224,200.0,3.3944149017333984
1.644509755148746,0.14021946087479592,300,0.8518344813585281,1.5074180318042636,300.0,3.7430968284606934
0.9956001503632801,0.08721078153699637,400,0.6999665111303329,0.9089586874470115,400.0,4.102146148681641
0.9916152617718914,0.07637972239404917,500,0.611488436460495,0.9146866519004107,500.0,4.426471948623657
1.1238439071296464,0.0777739167958498,600,0.6230696266889573,1.0463447971269488,600.0,4.750493049621582
1.0454230639013913,0.07182201262563467,700,0.5893819278478623,0.9744547717273235,700.0,5.059081077575684
1.1319213804632131,0.07618881568312645,800,0.5918611228466034,1.0575383775867522,800.0,5.369322061538696
1.1181684832761782,0.07683840367943048,900,0.6061357009410858,1.0447999043390155,900.0,5.682455778121948
0.8236871706967307,0.05979820553213358,1000,0.5403422752022743,0.7618692715186626,1000.0,6.020020961761475
0.7456248275714346,0.05512096617370844,1100,0.5003433182835579,0.6902036580722779,1100.0,6.321785926818848
0.6602932521612337,0.050849990397691724,1200,0.47473359912633895,0.6108620371669531,1200.0,6.624024868011475
0.6991677363910297,0.04953596165403724,1300,0.45156113922595975,0.650357055128552,1300.0,6.930024862289429
0.6231621739887955,0.04690859407186508,1400,0.44244109898805617,0.5788258349057287,1400.0,7.245383977890015
0.6570425741743333,0.04757515393197537,1500,0.44003003507852556,0.6079664475983009,1500.0,7.596228837966919
0.7032580526158361,0.05070975437760353,1600,0.4517140597105026,0.6535209517460316,1600.0,7.941988945007324
0.6994617200723969,0.047782519198954106,1700,0.44726227819919584,0.65472880913876,1700.0,8.271826028823853
0.5884705715545333,0.0445897869206965,1800,0.4131098172068596,0.545003464911133,1800.0,8.637986898422241
0.46242690233900996,0.0382430355809629,1900,0.38166589617729185,0.42467734357342124,1900.0,8.971054792404175
0.4657849064557859,0.03702147456817329,2000,0.3724318513274193,0.42855238530319184,2000.0,9.51135802268982
0.4715670824493512,0.03702759865671396,2100,0.3672573146224022,0.4378021194715984,2100.0,9.957366943359375
0.5926797931442166,0.04286258554086089,2200,0.37458004206418993,0.5523187845246866,2200.0,10.352849006652832
0.4812167186548214,0.03634898997843265,2300,0.36053028255701064,0.44430815102532506,2300.0,10.837724924087524
0.6696869050807291,0.042566819675266744,2400,0.3844624814391136,0.6314165123039857,2400.0,11.199405193328857
0.41885528174957426,0.03449699210003018,2500,0.34961267352104186,0.3834258053684607,2500.0,11.554641962051392
0.48577898430942307,0.03630643121898174,2600,0.34034894436597823,0.45159526530187577,2600.0,11.905025959014893
0.4658976462807986,0.03667127531021833,2700,0.34435563564300536,0.430996740818955,2700.0,12.2571861743927
0.4455217543509927,0.03409434238448739,2800,0.3317598813772202,0.4118426467757672,2800.0,12.586370944976807
0.4769482707033063,0.03579591019079089,2900,0.3366929978132248,0.44012662023305893,2900.0,12.893426895141602
0.836279549221001,0.052334600258618594,3000,0.39526241183280947,0.7828478554729372,3000.0,13.21849799156189
0.5609204643728709,0.038267894573509695,3100,0.3671740409731865,0.5232299802592024,3100.0,13.565217971801758
0.44122954848969337,0.03489383094012737,3200,0.3310721018910408,0.4035895363194868,3200.0,13.888906955718994
0.41826891205688516,0.0340106195025146,3300,0.3286926180124283,0.38597091450355947,3300.0,14.18820309638977
0.3906428184692222,0.03204427601769567,3400,0.32170221030712126,0.3588794161332771,3400.0,14.489151000976562
0.44902761317420714,0.032573217153549196,3500,0.3214194428920746,0.4165185777237639,3500.0,14.792973756790161
0.4339352449273119,0.03276103535667062,3600,0.32022575289011,0.4008890906115994,3600.0,15.186009883880615
0.4749008851623771,0.033941493891179564,3700,0.3131779056787491,0.43837563320994377,3700.0,15.588649988174438
0.5054364936924217,0.03406279005110264,3800,0.30876788645982745,0.47026344772893935,3800.0,15.955429792404175
0.4444546279045615,0.031623463723808524,3900,0.3096835935115814,0.41576063563115895,3900.0,16.32086682319641
0.4284794978281059,0.03223506722599268,4000,0.29849034756422044,0.39657012932002544,4000.0,16.929280996322632
0.3476591924629589,0.030456755943596363,4100,0.3000562658905983,0.3166041713557206,4100.0,17.23590087890625
0.460696546157988,0.032165956422686576,4200,0.2944262683391571,0.42817130411276594,4200.0,17.59046983718872
0.4586154740340639,0.03146435735747218,4300,0.3085515746474266,0.4291874405462295,4300.0,17.93182897567749
0.4042753568380186,0.03102346801199019,4400,0.2960626970231533,0.37469023279845715,4400.0,18.260419845581055
0.48949729629082256,0.03394838640466333,4500,0.3029300919175148,0.45443695958238095,4500.0,18.613250017166138
0.43877190469515204,0.03141020534560084,4600,0.2936211787164211,0.4053905956679955,4600.0,18.918135166168213
0.439092809758564,0.03044612764380872,4700,0.29903499871492384,0.41179969965014607,4700.0,19.2622549533844
0.3648911209242179,0.027445753775537013,4800,0.2928129895031452,0.3353409304982051,4800.0,19.631640911102295
0.5407263363646989,0.03494020093232393,4900,0.29401423647999764,0.5044525575358421,4900.0,20.00818109512329
0.38644488059943266,0.029077378949150443,5000,0.2786944265663624,0.3537766646477394,5000.0,20.480196952819824
0.44878657855609855,0.03166244370862842,5100,0.2951854871213436,0.41968668764457107,5100.0,20.857990980148315
0.30285026524031516,0.02619176738895476,5200,0.2849635402858257,0.2783349871169776,5200.0,21.377289056777954
